,filename,source_captions,target_captions,can_be_used_without_source,edit
36,MusicDelta_BebopJazz_MIX.wav,"A jazz song with a saxophone, trumpet, piano, bass and drums playing.","A jazz song with a flute, guitar, piano, bass and drums playing.",0,INSTR
37,MusicDelta_BebopJazz_MIX.wav,"A jazz song with a saxophone, trumpet, piano, bass and drums playing.","A jazz song with a guitar, trumpet, piano, bass and drums playing.",0,INSTR
38,MusicDelta_BebopJazz_MIX.wav,"A jazz song with a saxophone, trumpet, piano, bass and drums playing.","A jazz song with a saxophone, guitar, piano, bass and drums playing.",0,INSTR
39,MusicDelta_BebopJazz_MIX.wav,"A jazz song with a saxophone, trumpet, piano, bass and drums playing.","A jazz song with a saxophone, trumpet, guitar, bass and drums playing.",0,INSTR
40,MusicDelta_BebopJazz_MIX.wav,"A jazz song with a saxophone, trumpet, piano, bass and drums playing.","A jazz song with 2 trumpets, piano, bass and drums playing.",0,INSTR
41,MusicDelta_BebopJazz_MIX.wav,"A jazz song with a saxophone, trumpet, piano, bass and drums playing.","A rock song with a guitar, piano, bass and drums playing.",0,GENRE
42,MusicDelta_BebopJazz_MIX.wav,"a saxophone, trumpet, piano, bass and drums playing.","a flute, trumpet, piano, bass and drums playing.",0,INSTR
43,MusicDelta_BebopJazz_MIX.wav,"a saxophone, trumpet, piano, bass and drums playing.","a saxophone, flute, piano, bass and drums playing.",0,INSTR
44,MusicDelta_BebopJazz_MIX.wav,"a saxophone, trumpet, piano, bass and drums playing.","a guitar, trumpet, piano, bass and drums playing.",0,INSTR
45,MusicDelta_BebopJazz_MIX.wav,"a saxophone, trumpet, piano, bass and drums playing.","a saxophone, guitar, piano, bass and drums playing.",0,INSTR
46,MusicDelta_BebopJazz_MIX.wav,"a saxophone, trumpet, piano, bass and drums playing.","a saxophone, trumpet, guitar, bass and drums playing.",0,INSTR
47,MusicDelta_BebopJazz_MIX.wav,"a saxophone, trumpet, piano, bass and drums playing.","a violin, trumpet, piano, bass and drums playing.",0,INSTR
48,MusicDelta_BebopJazz_MIX.wav,"a saxophone, trumpet, piano, bass and drums playing.","a saxophone, violin, piano, bass and drums playing.",0,INSTR
49,MusicDelta_BebopJazz_MIX.wav,"a saxophone, trumpet, piano, bass and drums playing.","a saxophone, trumpet, violin, bass and drums playing.",0,INSTR
50,MusicDelta_BebopJazz_MIX.wav,"a saxophone, trumpet, piano, bass and drums playing.","strings, bass and drums playing.",0,INSTR
51,MusicDelta_Beethoven_MIX.wav,A recording of a calm classical music piece.,A recording of an epic movie soundtrack.,1,GENRE
52,MusicDelta_Beethoven_MIX.wav,A recording of a calm classical music piece.,A recording of a heavy metal song.,1,GENRE
53,MusicDelta_Beethoven_MIX.wav,A recording of a calm classical music piece.,A recording of a dark techno song.,1,GENRE
54,MusicDelta_Beethoven_MIX.wav,A recording of a calm classical music piece.,A recording of an angry hip hop beat.,1,GENRE
55,MusicDelta_Beethoven_MIX.wav,A recording of a calm classical music piece.,A recording of a funky jazz song.,1,GENRE
56,MusicDelta_Beethoven_MIX.wav,A recording of a calm classical music piece.,A recording of an emotional Arabic song.,1,GENRE
57,MusicDelta_Beethoven_MIX.wav,A recording of a calm classical music piece.,A recording of an upbeat country song.,1,GENRE
58,MusicDelta_Beethoven_MIX.wav,A recording of a calm classical music piece.,A recording of a rock song.,1,GENRE
59,MusicDelta_Beethoven_MIX.wav,An orchestra playing classical music. You can hear flutes and strings.,An orchestra playing an epic movie soundtrack score. You can hear flutes and strings.,0,GENRE
60,MusicDelta_Beethoven_MIX.wav,An orchestra playing classical music. You can hear flutes and strings.,A string section playing classical music.,1,GENRE
61,MusicDelta_Beethoven_MIX.wav,An orchestra playing classical music. You can hear flutes and strings.,A rock band playing rock music. You can hear guitars and a piano.,0,GENRE
62,MusicDelta_Beethoven_MIX.wav,An orchestra playing classical music. You can hear flutes and strings.,An orchestra playing classical music. You can hear a piano and strings.,0,INSTR
63,MusicDelta_Beethoven_MIX.wav,An orchestra playing classical music. You can hear flutes and strings.,An orchestra playing classical music. You can hear flutes and a piano.,0,INSTR
64,MusicDelta_Beethoven_MIX.wav,An orchestra playing classical music. You can hear flutes and strings.,An orchestra playing classical music. You can hear strings.,0,INSTR
65,MusicDelta_Beethoven_MIX.wav,A high quality recording of wind instruments and strings playing.,A high quality recording of wind instruments playing.,0,INSTR
66,MusicDelta_Beethoven_MIX.wav,A high quality recording of wind instruments and strings playing.,A high quality recording of strings playing.,0,INSTR
67,MusicDelta_Beethoven_MIX.wav,A high quality recording of wind instruments and strings playing.,A high quality recording of a piano playing.,0,INSTR
68,MusicDelta_Beethoven_MIX.wav,A high quality recording of wind instruments and strings playing.,A high quality recording of a piano and strings playing.,0,INSTR
69,MusicDelta_Beethoven_MIX.wav,A high quality recording of wind instruments and strings playing.,A high quality recording of wind instruments and a piano playing.,0,INSTR
70,MusicDelta_Beethoven_MIX.wav,A high quality recording of wind instruments and strings playing.,A high quality recording of drums and strings playing.,0,INSTR
71,MusicDelta_Beethoven_MIX.wav,A high quality recording of wind instruments and strings playing.,A high quality recording of trumpets and cellos playing.,0,INSTR
72,MusicDelta_Britpop_MIX.wav,A recording of a rock song.,A recording of an arcade game soundtrack.,1,GENRE
73,MusicDelta_Britpop_MIX.wav,A recording of a rock song.,A recording of a metal song.,1,GENRE
74,MusicDelta_Britpop_MIX.wav,A recording of a rock song.,A recording of a country song.,1,GENRE
75,MusicDelta_Britpop_MIX.wav,A recording of a rock song.,A recording of a techno song.,1,GENRE
76,MusicDelta_Britpop_MIX.wav,A recording of a rock song.,A recording of Arabic music.,1,GENRE
77,MusicDelta_Britpop_MIX.wav,A recording of a rock song.,A recording of a rock song.,1,GENRE
78,MusicDelta_Britpop_MIX.wav,A recording of a rock song.,A recording of a classical music piece.,1,GENRE
79,MusicDelta_Britpop_MIX.wav,A recording of a rock song.,A recording of a hip hop song.,1,GENRE
80,MusicDelta_Britpop_MIX.wav,A recording of a rock song.,A recording of a jazz song.,1,GENRE
81,MusicDelta_Britpop_MIX.wav,"A woman is singing while another woman, guitars, drums and bass are playing in the background.","A man is singing while another man, guitars, drums and bass are playing in the background.",0,VOICE
82,MusicDelta_Britpop_MIX.wav,"A woman is singing while another woman, guitars, drums and bass are playing in the background.","A man is singing while another woman, guitars, drums and bass are playing in the background.",0,VOICE
83,MusicDelta_Britpop_MIX.wav,"A woman is singing while another woman, guitars, drums and bass are playing in the background.","A woman is singing while another man, guitars, drums and bass are playing in the background.",0,VOICE
84,MusicDelta_Britpop_MIX.wav,"A woman is singing while another woman, guitars, drums and bass are playing in the background.","A woman is singing while another woman, violins, drums and bass are playing in the background.",0,INSTR
85,MusicDelta_Britpop_MIX.wav,"A woman is singing while another woman, guitars, drums and bass are playing in the background.",A woman is singing while an orchestra is playing in the background.,1,GENRE
86,MusicDelta_Britpop_MIX.wav,A high quality recording of a rock band playing an upbeat rock song.,A high quality recording of an orchestra playing an epic movie soundtrack score.,1,GENRE
87,MusicDelta_Britpop_MIX.wav,A high quality recording of a rock band playing an upbeat rock song.,A high quality recording of a string section playing an inspiring classical music piece.,1,GENRE
88,MusicDelta_Britpop_MIX.wav,A high quality recording of a rock band playing an upbeat rock song.,A high quality recording of a jazz band playing an upbeat jazz song.,1,GENRE
89,MusicDelta_Britpop_MIX.wav,A high quality recording of a rock band playing an upbeat rock song.,A high quality recording of a country band playing a funky country song.,1,GENRE
90,MusicDelta_Britpop_MIX.wav,A high quality recording of a rock band playing an upbeat rock song.,A high quality recording of a hip hop band playing an upbeat hip hop song.,1,GENRE
91,MusicDelta_Britpop_MIX.wav,A high quality recording of a rock band playing an upbeat rock song.,A high quality recording of electronic instruments playing an intense techno song.,1,GENRE
92,MusicDelta_Britpop_MIX.wav,A high quality recording of a rock band playing an upbeat rock song.,A high quality recording of a rock band playing a somber rock song.,1,MOOD
93,MusicDelta_Britpop_MIX.wav,A high quality recording of a rock band playing an upbeat rock song.,A high quality recording of a rock band playing a sad and quiet rock song.,1,MOOD
94,MusicDelta_Britpop_MIX.wav,A high quality recording of a rock band playing an upbeat rock song.,A high quality recording of a rock band playing a slow metal song.,1,TEMPO
95,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of happy Chinese music.,A recording of happy Arabic music.,1,GENRE
96,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of happy Chinese music.,A recording of happy Hindu music.,1,GENRE
97,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of happy Chinese music.,A recording of happy rock music.,1,GENRE
98,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of happy Chinese music.,A recording of happy pop music.,1,GENRE
99,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of happy Chinese music.,A recording of happy techno music.,1,GENRE
100,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of happy Chinese music.,A recording of an arcade game soundtrack.,1,GENRE
101,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of happy Chinese music.,A recording of happy grunge rock music.,1,GENRE
102,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of happy Chinese music.,A recording of angry metal music.,1,MOOD
103,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of happy Chinese music.,A recording of an epic movie soundtrack.,1,GENRE
104,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of happy Chinese music.,A recording of a funky arcade game soundtrack.,1,GENRE
105,MusicDelta_ChineseChaoZhou_MIX.wav,"Chinese strings, flutes, and harps playing an upbeat piece.","Arabic strings, flutes, and harps playing an upbeat piece.",1,GENRE
106,MusicDelta_ChineseChaoZhou_MIX.wav,"Chinese strings, flutes, and harps playing an upbeat piece.","strings, flutes, and harps playing an upbeat piece.",1,GENRE
107,MusicDelta_ChineseChaoZhou_MIX.wav,"Chinese strings, flutes, and harps playing an upbeat piece.","strings, flutes, and harps playing an epic piece.",1,MOOD
108,MusicDelta_ChineseChaoZhou_MIX.wav,"Chinese strings, flutes, and harps playing an upbeat piece.","Chinese strings, flutes, and harps playing an somber piece.",1,MOOD
109,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of Chinese instruments playing.,A recording of Arabic instruments playing.,1,GENRE
110,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of Chinese instruments playing.,A recording of an orchestra playing.,1,GENRE
111,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of Chinese instruments playing.,A recording of a rock band playing.,1,GENRE
112,MusicDelta_ChineseChaoZhou_MIX.wav,A recording of Chinese instruments playing.,A recording of a synthesizer playing.,1,INSTR
113,MusicDelta_ChineseDrama_MIX.wav,A recording of a dramatic epic Chinese piece.,A recording of a happy Chinese piece.,1,MOOD
114,MusicDelta_ChineseDrama_MIX.wav,A recording of a dramatic epic Chinese piece.,A recording of an arcade game soundtrack.,1,GENRE
115,MusicDelta_ChineseDrama_MIX.wav,A recording of a dramatic epic Chinese piece.,A recording of an upbeat Chinese piece.,1,MOOD
116,MusicDelta_ChineseDrama_MIX.wav,A recording of a dramatic epic Chinese piece.,A recording of an upbeat Hindu piece.,1,GENRE
117,MusicDelta_ChineseDrama_MIX.wav,A recording of a dramatic epic Chinese piece.,A recording of a dramatic epic Arabic piece.,1,GENRE
118,MusicDelta_ChineseDrama_MIX.wav,A recording of a dramatic epic Chinese piece.,A recording of a dramatic techno piece.,1,GENRE
119,MusicDelta_ChineseDrama_MIX.wav,A recording of a dramatic epic Chinese piece.,A recording of a dramatic heavy metal piece.,1,GENRE
120,MusicDelta_ChineseDrama_MIX.wav,A recording of a dramatic epic Chinese piece.,A recording of upbeat pop music.,1,GENRE
121,MusicDelta_ChineseDrama_MIX.wav,"Chinese strings, flutes, and harp playing an epic dramatic song.","Arabic strings, flutes, and harp playing an epic dramatic song.",0,GENRE
122,MusicDelta_ChineseDrama_MIX.wav,"Chinese strings, flutes, and harp playing an epic dramatic song.","Strings, flutes, and harp playing an epic dramatic song.",0,GENRE
123,MusicDelta_ChineseDrama_MIX.wav,"Chinese strings, flutes, and harp playing an epic dramatic song.","Strings, flutes, and harp playing an upbeat happy piece.",0,MOOD
124,MusicDelta_ChineseDrama_MIX.wav,A recording of Chinese instruments playing.,A recording of Hindu instruments playing.,1,GENRE
125,MusicDelta_ChineseDrama_MIX.wav,A recording of Chinese instruments playing.,A recording of Arabic instruments playing.,1,GENRE
126,MusicDelta_ChineseDrama_MIX.wav,A recording of Chinese instruments playing.,A recording of an orchestra playing.,1,GENRE
127,MusicDelta_ChineseDrama_MIX.wav,A recording of Chinese instruments playing.,A recording of a rock band playing.,1,GENRE
128,MusicDelta_ChineseDrama_MIX.wav,A recording of Chinese instruments playing.,A recording of a synthesizer playing.,1,INSTR
129,MusicDelta_ChineseHenan_MIX.wav,A recording of calm happy Chinese music.,A recording of calm happy Arabic music.,1,GENRE
130,MusicDelta_ChineseHenan_MIX.wav,A recording of calm happy Chinese music.,A recording of calm happy movie soundtrack.,1,GENRE
131,MusicDelta_ChineseHenan_MIX.wav,A recording of calm happy Chinese music.,A recording of calm happy rock song.,1,GENRE
132,MusicDelta_ChineseHenan_MIX.wav,A recording of calm happy Chinese music.,A recording of harsh and scary Chinese music.,1,MOOD
133,MusicDelta_ChineseHenan_MIX.wav,A recording of calm happy Chinese music.,A recording of techno music.,1,GENRE
134,MusicDelta_ChineseHenan_MIX.wav,A recording of calm happy Chinese music.,A recording of calm happy country music.,1,GENRE
135,MusicDelta_ChineseHenan_MIX.wav,A recording of calm happy Chinese music.,A recording of calm happy jazz music.,1,GENRE
136,MusicDelta_ChineseHenan_MIX.wav,A recording of calm happy Chinese music.,A recording of cool and slow jazz music.,1,TEMPO
137,MusicDelta_ChineseHenan_MIX.wav,"Chinese strings, flutes, and harp playing calm happy Chinese music.","Chinese strings, flutes, and harp playing angry and scary Chinese music.",0,MOOD
138,MusicDelta_ChineseHenan_MIX.wav,"Chinese strings, flutes, and harp playing calm happy Chinese music.","Hindu strings, flutes, and harp playing calm happy Hindu music.",0,GENRE
139,MusicDelta_ChineseHenan_MIX.wav,"Chinese strings, flutes, and harp playing calm happy Chinese music.","Arabic strings, flutes, and harp playing calm happy Arabic music.",0,GENRE
140,MusicDelta_ChineseHenan_MIX.wav,"Chinese strings, flutes, and harp playing calm happy Chinese music.","Strings, flutes, and harp playing calm happy rock music.",0,GENRE
141,MusicDelta_ChineseHenan_MIX.wav,"Chinese strings, flutes, and harp playing calm happy Chinese music.","Strings, flutes, and harp playing calm happy techno music.",0,GENRE
142,MusicDelta_ChineseHenan_MIX.wav,"Chinese strings, flutes, and harp playing calm happy Chinese music.","Guitars, saxophones, and piano playing calm happy jazz music.",0,INSTR
143,MusicDelta_ChineseHenan_MIX.wav,"Chinese strings, flutes, and harp playing calm happy Chinese music.","Guitars, saxophones, and piano playing calm happy elevator music.",0,GENRE
144,MusicDelta_ChineseHenan_MIX.wav,"Chinese strings, flutes, and harp playing calm happy Chinese music.","Violins, flutes, and harp playing a romantic movie soundtrack.",0,GENRE
145,MusicDelta_ChineseHenan_MIX.wav,A recording of Chinese instruments playing.,A recording of Arabic instruments playing.,0,GENRE
146,MusicDelta_ChineseHenan_MIX.wav,A recording of Chinese instruments playing.,A recording of Hindu instruments playing.,0,GENRE
147,MusicDelta_ChineseHenan_MIX.wav,A recording of Chinese instruments playing.,A recording of an orchestra playing.,1,GENRE
148,MusicDelta_ChineseHenan_MIX.wav,A recording of Chinese instruments playing.,A recording of a string section playing.,1,INSTR
149,MusicDelta_ChineseHenan_MIX.wav,A recording of Chinese instruments playing.,A recording of electronic music playing.,1,GENRE
150,MusicDelta_ChineseJiangNan_MIX.wav,A recording of a happy village Chinese song.,A recording of a sad village Chinese song.,0,MOOD
151,MusicDelta_ChineseJiangNan_MIX.wav,A recording of a happy village Chinese song.,A recording of a happy village Arabic song.,0,GENRE
152,MusicDelta_ChineseJiangNan_MIX.wav,A recording of a happy village Chinese song.,A recording of an arcade game soundtrack.,1,GENRE
153,MusicDelta_ChineseJiangNan_MIX.wav,A recording of a happy village Chinese song.,A recording of a metal song.,1,GENRE
154,MusicDelta_ChineseJiangNan_MIX.wav,A recording of a happy village Chinese song.,A recording of a classical music piece.,0,GENRE
155,MusicDelta_ChineseJiangNan_MIX.wav,A recording of a happy village Chinese song.,A recording of a happy jazz song.,1,GENRE
156,MusicDelta_ChineseJiangNan_MIX.wav,A recording of a happy village Chinese song.,A recording of a somber jazz song.,1,MOOD
157,MusicDelta_ChineseJiangNan_MIX.wav,A recording of a happy village Chinese song.,A recording of a happy pop song.,1,GENRE
158,MusicDelta_ChineseJiangNan_MIX.wav,A recording of a happy village Chinese song.,A recording of a happy country song.,1,GENRE
159,MusicDelta_ChineseJiangNan_MIX.wav,A recording of a happy village Chinese song.,A recording of a rave techno song.,1,GENRE
160,MusicDelta_ChineseJiangNan_MIX.wav,"Chinese strings, flutes, and harp playing a happy village Chinese song.","Arabic strings, flutes, and harp playing a happy village Arabic song.",0,GENRE
161,MusicDelta_ChineseJiangNan_MIX.wav,"Chinese strings, flutes, and harp playing a happy village Chinese song.","Strings, flutes, and harp playing a happy jazz song.",1,GENRE
162,MusicDelta_ChineseJiangNan_MIX.wav,"Chinese strings, flutes, and harp playing a happy village Chinese song.","Strings, flutes, and harp playing an angry metal song.",0,MOOD
163,MusicDelta_ChineseJiangNan_MIX.wav,"Chinese strings, flutes, and harp playing a happy village Chinese song.","Guitars, trumpets, and piano playing a happy song.",0,INSTR
164,MusicDelta_ChineseJiangNan_MIX.wav,A high quality recording of Chinese instruments playing.,A high quality recording of Arabic instruments playing.,0,GENRE
165,MusicDelta_ChineseJiangNan_MIX.wav,A high quality recording of Chinese instruments playing.,A high quality recording of an orchestra playing.,1,GENRE
166,MusicDelta_ChineseJiangNan_MIX.wav,A high quality recording of Chinese instruments playing.,A high quality recording of a rock band playing.,1,GENRE
167,MusicDelta_ChineseJiangNan_MIX.wav,A high quality recording of Chinese instruments playing.,A high quality recording of a retro arcade soundtrack playing.,1,GENRE
168,MusicDelta_ChineseXinJing_MIX.wav,A recording of a cool mysterious Arabic Chinese song.,A recording of a cool mysterious orchestral movie soundtrack song.,0,GENRE
169,MusicDelta_ChineseXinJing_MIX.wav,A recording of a cool mysterious Arabic Chinese song.,A recording of a happy Arabic Chinese song.,0,MOOD
170,MusicDelta_ChineseXinJing_MIX.wav,A recording of a cool mysterious Arabic Chinese song.,A recording of a cool mysterious arcade game soundtrack.,1,GENRE
171,MusicDelta_ChineseXinJing_MIX.wav,A recording of a cool mysterious Arabic Chinese song.,A recording of a fun happy arcade game soundtrack.,1,GENRE
172,MusicDelta_ChineseXinJing_MIX.wav,A recording of a cool mysterious Arabic Chinese song.,A recording of a cool mysterious rock song.,1,GENRE
173,MusicDelta_ChineseXinJing_MIX.wav,A recording of a cool mysterious Arabic Chinese song.,A recording of a cool mysterious hip hop song.,1,GENRE
174,MusicDelta_ChineseXinJing_MIX.wav,A recording of a cool mysterious Arabic Chinese song.,A recording of a cool mysterious techno song.,1,GENRE
175,MusicDelta_ChineseXinJing_MIX.wav,"Arabic and Chinese strings playing a mysterious song, alongside drums and Chinese flutes.","Arabic and Chinese strings playing a happy song, alongside drums and Chinese flutes.",0,MOOD
176,MusicDelta_ChineseXinJing_MIX.wav,"Arabic and Chinese strings playing a mysterious song, alongside drums and Chinese flutes.","Strings playing a mysterious song, alongside drums and flutes.",0,INSTR
177,MusicDelta_ChineseXinJing_MIX.wav,"Arabic and Chinese strings playing a mysterious song, alongside drums and Chinese flutes.","Strings playing an epic movie soundtrack, alongside drums and wind instruments.",0,GENRE
178,MusicDelta_ChineseXinJing_MIX.wav,"Arabic and Chinese strings playing a mysterious song, alongside drums and Chinese flutes.","Guitars playing a rock song, alongside drums and bass.",1,GENRE
179,MusicDelta_ChineseXinJing_MIX.wav,"A high quality recording of Chinese strings, Arabic strings, drums and Chinese flutes playing.","A high quality recording of strings, drums and flutes playing.",0,INSTR
180,MusicDelta_ChineseXinJing_MIX.wav,"A high quality recording of Chinese strings, Arabic strings, drums and Chinese flutes playing.",A high quality recording of an orchestra playing.,1,GENRE
181,MusicDelta_ChineseXinJing_MIX.wav,"A high quality recording of Chinese strings, Arabic strings, drums and Chinese flutes playing.",A high quality recording of a string quartet playing.,1,INSTR
182,MusicDelta_ChineseXinJing_MIX.wav,"A high quality recording of Chinese strings, Arabic strings, drums and Chinese flutes playing.",A high quality recording of a rock band playing.,1,GENRE
183,MusicDelta_ChineseXinJing_MIX.wav,"A high quality recording of Chinese strings, Arabic strings, drums and Chinese flutes playing.","A high quality recording of a guitars, bass, drums and piano playing.",1,INSTR
184,MusicDelta_ChineseYaoZu_MIX.wav,A recording of a happy calm Chinese song.,A recording of a sad calm Chinese song.,0,MOOD
185,MusicDelta_ChineseYaoZu_MIX.wav,A recording of a happy calm Chinese song.,A recording of a happy calm Arabic song.,0,GENRE
186,MusicDelta_ChineseYaoZu_MIX.wav,A recording of a happy calm Chinese song.,A recording of a happy calm hip hop song.,1,GENRE
187,MusicDelta_ChineseYaoZu_MIX.wav,A recording of a happy calm Chinese song.,A recording of a happy calm rock song.,1,GENRE
188,MusicDelta_ChineseYaoZu_MIX.wav,A recording of a happy calm Chinese song.,A recording of a happy calm country song.,10,GENRE
189,MusicDelta_ChineseYaoZu_MIX.wav,A recording of a happy calm Chinese song.,A recording of a happy arcade game soundtrack.,1,GENRE
190,MusicDelta_ChineseYaoZu_MIX.wav,A recording of a happy calm Chinese song.,A recording of a happy movie score.,1,GENRE
191,MusicDelta_ChineseYaoZu_MIX.wav,A recording of a happy calm Chinese song.,A recording of a happy orchestral score.,0,GENRE
192,MusicDelta_ChineseYaoZu_MIX.wav,Chinese flutes and strings playing a happy calm Chinese song.,Chinese flutes and strings playing a somber calm Chinese song.,0,MOOD
193,MusicDelta_ChineseYaoZu_MIX.wav,Chinese flutes and strings playing a happy calm Chinese song.,Flutes and strings playing a happy calm classical score.,0,GENRE
194,MusicDelta_ChineseYaoZu_MIX.wav,Chinese flutes and strings playing a happy calm Chinese song.,Flutes and guitars playing a happy calm song.,0,INSTR
195,MusicDelta_ChineseYaoZu_MIX.wav,Chinese flutes and strings playing a happy calm Chinese song.,A string section playing a happy calm song.,1,INSTR
196,MusicDelta_ChineseYaoZu_MIX.wav,Chinese flutes and strings playing a happy calm Chinese song.,A piano and strings playing a happy calm song.,0,INSTR
197,MusicDelta_ChineseYaoZu_MIX.wav,A recording of Chinese instruments playing.,A recording of Arabic instruments playing.,1,GENRE
198,MusicDelta_ChineseYaoZu_MIX.wav,A recording of Chinese instruments playing.,A recording of electronic music playing.,1,GENRE
199,MusicDelta_ChineseYaoZu_MIX.wav,A recording of Chinese instruments playing.,A recording of a rock band playing.,1,GENRE
